title,body
EU ambassadors approved fourth package of sanctions against Russia -  World,"PARIS, March 14. /TASS/. Ambassadors of the EU member-states approved the next passage of sanctions against Russia that will come into force after the publication in the EU Official Journal, French presidency in the EU tweeted on Monday.
""The Committee of Permanent Representatives of the EU countries (Coreper) in coordination with international partners agreed the fourth package of sanctions aimed against individuals and legal entities involved in the aggression against Ukraine and against certain sectors of the Russian economy,"" the presidency stated.
The new package of restrictive measures will come into force after the publication of the decision in the Official Journal of the EU.
EU ambassadors also agreed upon a joint address to the World Trade Organization (WTO) against the Russian status and admission of Belarus, the French presidency noted.
""The Committee of Permanent Representatives of the EU countries (Coreper) approved the address to WTO in the context of the aggression of Russia against Ukraine. It pertains to suspension of the most favored nation’s status for Russia and suspension of reviewing the application of Belarus on admission to WTO,"" the presidency tweeted.
"
Not a single word said by UN deputy chief about shelling of Donetsk — Russian diplomat -  World,"UNITED NATIONS, March 14. /TASS/. United Nations Under-Secretary-General Rosemary DiCarlo has sided with one of the parties to the conflict by transmitting disinformation about Russia’s operation in Ukraine, Russian Permanent Representative to the United Nations Vassily Nebenzia said on Monday.
""We are surprised, and not for the first time, <…> at the speech by the Under-Secretary-General [Rosemary DiCarlo], who went far beyond objectivity in her assessments,"" he said. ""He assessments and repeating fakes about indiscriminate bombings of civilian facilities, the use of cluster bombs by Russian troops citing ‘reliable sources’ give grounds to doubt about who is sitting behind the tablet - a high-level UN Secretariat official or a representative of a state.""
""What kind of mediation we can speak about when you have obviously taken a side in this conflict,"" he said. ""But the under-secretary-general did not find a single word to tell about today’s strike by a Ukrainian Tochka-U missile with a cluster bomb at central Donetsk. The strike killed 20 and wounded 35 civilians. Neither did any of the representatives of Western countries find a single word about it.""
According to the Russian diplomat, the OSCE is responsible for that as it ""has been redressing the truth about the crimes of Ukrainian forces and nationalists in Donbass.""
Rosemary DiCarlo of the United States was appointed UN Under-Secretary-General for Political Affairs in March 2018.
"
Russia resolutely condemns shelling of Donetsk by Ukraine — MFA statement -  Russian Politics & Diplomacy,"MOSCOW, March 14. /TASS/. Russia resolutely condemns the shelling of Donetsk by Ukrainian nationalists using a Tochka-U missile, the Russia Foreign Ministry said in a statement on Monday.
""As is common knowledge, launches of this type are sanctioned by a country’s top leadership,"" it said. ""We resolutely condemn the monstrous action of the Kiev regime.""
""This again confirms that the nationalist government of Ukraine is determined to wage a war on the peaceful population of the DPR and LPR, which is what it has been doing for eight years during a punitive operation in Donbass,"" the statement said. ""It seems that by using missile weapons against innocent people, Kiev is trying to avenge its defeats during the Russian special military operation to protect the DPR and LPR.""
""All signs are evident that the Ukrainian government is agonizing,"" the ministry went on to say.
The ministry expressed confidence that this crime against humanity won’t go unpunished. ""The Russian Foreign Ministry, on behalf of the people and leadership of our country, expresses deep condolences to the families and friends of the victims and the government of the Donetsk People's Republic, and wishes a speedy recovery to the wounded,"" the ministry said.
According to the Russian Defense Ministry, a Tochka-U tactical missile struck a residential area of Donetsk at about 11:30 Moscow time on Monday after being fired from the territory controlled by the Kiev nationalist regime. As a result of the explosion of its cluster warhead, 20 civilians were killed. Another 28 people, including children, were heavily wounded.
"
Putin draws Israeli prime minister’s attention to barbarous shelling of Donetsk — Kremlin -  Russian Politics & Diplomacy,"MOSCOW, March 14. /TASS/. In a phone call with Israeli Prime Minister Naftali Bennett, Russian President Vladimir Putin drew his attention to the Monday’s barbarous shelling of Donetsk, the Kremlin press service reported on Monday. The phone call was initiated by the Israeli side, it said.
Vladimir Putin and Naftali Bennett continued an exchange of opinions on the situation around the special operation to protect the republics of Donbass, it added.
""Within this context, Vladimir Putin drew attention to a new barbarous attack by the Ukrainian military - today’s missile strike on a central neighborhood of Donetsk with the use of the cluster munition, which resulted in numerous casualties among the civilians of the city,"" the press service stressed.
President Putin informed the Israeli prime minister about the negotiations of Russian and Ukrainian representatives, the Kremlin press service said.
""Naftali Bennett informed the Russian president of the recent contacts on the Ukrainian issue with the leaders of certain countries. Vladimir Putin, for his part, shared his views of the negotiations between the Russian and Ukrainian representatives conducted these days in the format of a video conference,"" the Kremlin said.
The Russian president and the Israeli prime minister agreed to continue the dialogue.
This was the fifth telephone conversation of Putin and Bennett since the start of the Russian special operation. Besides, the president and the prime minister met in Moscow on March 5 to discuss various aspects regarding the situation in Ukraine.
On Monday, a Tochka-U tactical missile was fired towards a residential area of the city of Donetsk from the territory controlled by the embattled nationalist-backed Kiev regime. As a result of the cluster’s explosion in the center of Donetsk, 20 civilians were killed. According to the acting health minister of the DPR, Alexander Oprishchenko, 35 people were taken to hospitals with injuries.
"
Gazprom does not book gas transit via Yamal-Europe for March 15 -  Business & Economy,"MOSCOW, March 14. /TASS/. The Russian gas holding Gazprom did not book natural gas transit capacity via Poland for March 15, 2022, according to GSA Platform data.
3.7 mln cubic meters per hour were offered for the period from 08.00 am Moscow time of March 15 until 08.00 am Moscow time of March 16 but were not claimed.
Gazprom at the same time booked extra capacity of the Yamal-Europe gas pipeline for Tuesday night.
Europe has significantly increased gas purchases from Russia on the back of surging spot prices due to the cold weather, lack of wind and aggravation of the situation in Ukraine.
"
Russian military to take measures against Ukrainian defense companies repairing weapons -  Military & Defense,"MOSCOW, March 14. /TASS/. The Russian Armed Forces will take measures against Ukrainian defense sector companies used by nationalists to repair weapons in response to the strike against Donetsk, official spokesman of the Russian Defense Ministry General-Major Igor Konashenkov told reporters.
Earlier today, a Tochka-U tactical missile was fired towards a residential area of the city of Donetsk from the territory controlled by the embattled nationalist-backed Kiev regime, with 20 noncombatants killed and 28 severely wounded, including children, the Ministry said.
""In response to these actions the Armed Forces of the Russian Federation will take prompt measures to inactivate enterprises of the Ukrainian defense industry producing, repairing and restoring weapons used by nationalists to commit military crimes,"" Konashenkov said.
The Ministry urged Ukrainians working in these companies and residents of nearby houses to leave potentially dangerous zones.
"
Possibility of Putin-Biden meeting not being looked at — Kremlin spokesman -  Russian Politics & Diplomacy,"MOSCOW, March 14. /TASS/. Moscow and Washington are not looking at organizing a meeting between Presidents Vladimir Putin of Russia and Joe Biden of the United States, Putin’s press secretary Dmitry Peskov told TASS on Monday.
The US media reported earlier that President Biden is expected to pay a visit to Europe to discuss the situation around Ukraine.
""No, there are no such discussions,"" Peskov said when asked whether a possible meeting between Presidents Putin and Biden is being looked at.
According to NBC TV, during his trip to Europe, Biden is likely to visit Brussels, where NATO and EU steering bodies are headquartered. No further details of the trip and its concrete dates have been provided.
Amid Russia’s special operation in Ukraine, the United States has repeatedly stressed that it maintains close cooperation and coordination with its European allies.
On February 24, Russian President Vladimir Putin announced a special military operation in response to a request for help by the heads of the Donbass republics. He stressed that Moscow had no plans of occupying Ukrainian territories, but aimed to demilitarize and denazify the country.
When clarifying the unfolding developments, the Russian Defense Ministry reassured that Russian troops are not targeting Ukrainian cities, but are limited to surgically striking and incapacitating Ukrainian military infrastructure. There are no threats whatsoever to the civilian population.
"
"Halt of Russian energy imports could cost Germany up to 3% of GDP, study says -  Business & Economy","BERLIN, March 14. /TASS/. In the short term, a halt to Russian energy imports could cost Germany up to 3% of its gross domestic product, according to estimates by the EconPol Europe network. The results of the calculation were presented by the press service of Ifo (Leibniz Institute for Economic Research at the University of Munich).
The authors noted that imports of oil and coal could be replaced by supplies from other countries, but this is not so simple.
""Germany should take quick and decisive action to reduce its dependence on Russian gas. Without appropriate measures today, we run the risk of being vulnerable to blackmail this winter,"" says Prof. Karen Pittel, member of the EconPol network and Director of the ifo Center for Energy, Climate, and Resources.
""The cost of stopping energy imports would be significant, considering that the coronavirus pandemic cost about 4.5% of economic output,"" says Andreas Peichl, EconPol network member and Director of the ifo Center for Macroeconomics and Surveys. According to him, ""major economic slumps and upheaval cannot be ruled out either,"" as the strength of the potential shock injections a high degree of uncertainty into the simulation.
Peichl added that large parts of industry have not yet recovered from the effects of the pandemic, and that must also be taken into account.
 
The study says that replacing Russian gas imports is complicated.
""Gas could be imported from countries other than Russia, coal and nuclear energy could be used instead of gas in power generation, and gas reserves could be replenished over the summer. However, these measures would only partially offset the deficit in gas consumption over the next 12 months,"" the experts say.
In this regard, ""policies should aim to increase incentives for substituting and conserving fossil fuels as quickly as possible, even if an embargo is not imminent,"" they noted.
""Taking action now means we don’t have to make even tougher adjustments this year or next when push comes to shove. Since such a move would drive prices up even further, targeted support measures would have to be taken for industries and social groups that have been especially hard-hit,"" Pittel says as quoted by the press service.
Earlier, Vice-Chancellor, Minister for Economic Affairs and Climate Protection of Germany Robert Habeck said that his country was ready to stop imports of Russian energy resources - oil, gas and coal. According to him, the German authorities have been working on such a scenario since December last year. Habeck argued that Germany could do without Russian gas supplies this winter, spring and summer. He also said that Germany intends to make every effort to diversify energy supplies ""with Tesla speed.""
"
Russia to authorize grain export under individual licenses -  Business & Economy,"MOSCOW, March 14. /TASS/. Russia will authorize grain export within quota limits under individual prices, Deputy Prime Minister Victoria Abramchenko wrote in the Telegram channel.
On March 10, Russia temporarily banned export of wheat, meslin, rye, barley and corn to member-states of the Eurasian Economic Union.
""I endorsed acts presented by the Ministry of Industry banning export of white sugar and raw sugar outside the Russian Federation until August 31, and wheat, meslin, rye, barley and corn until June 30 of this year. Grain export will be allowed within quota limits under individual licenses,"" the official said.
Sugar export for EAEU partners will be possible under individual decisions of the Agriculture Ministry, Abramchenko said.
""Certainly, this is a temporary measure to keep volumes in the country. It will make possible to keep prices and cover needs of domestic consumers and processing companies,"" she added.
"
Kiev tries to avenge defeats by shelling civilians in Donetsk — Russian Foreign Ministry -  World,"MOSCOW, March 14. /TASS/. By shelling civilians in Donetsk, the Ukrainian authorities are trying to avenge their defeats in the course of the Russian special military operation, the Foreign Ministry said in a statement issued following Kiev’s deadly shelling of Donetsk.
""It seems that by using missiles against innocent people, Kiev is trying to avenge its defeats during the Russian special military operation to defend the DPR and LPR. There is every indication that the Ukrainian regime is in agony,"" the ministry stressed.
On Monday, a Tochka-U tactical missile was fired towards a residential area of the city of Donetsk from the territory controlled by the embattled nationalist-backed Kiev regime. As a result of the cluster’s explosion in the center of Donetsk, 20 civilians were killed. Another 28 people, including children, were seriously injured and taken to hospitals, Russian Defense Ministry Spokesman Igor Konashenkov said.
"
Russian army to continue strikes against locations of foreign mercenaries in Ukraine -  Military & Defense,"MOSCOW, March 14. /TASS/. The Russian army knows the locations of foreign mercenaries in Ukraine and surgical strikes will be dealt against such facilities, Russian Defense Ministry spokesman Igor Konashenkov told the media on Monday.
""We know all locations of foreign mercenaries in Ukraine. More surgical strikes will continue to be delivered against them, like the one carried out on March 13 against the training centers in Starichi and at the Yavorovsky proving ground,"" Konashenkov said. ""Let me warn once again that the mercenaries will see no mercy wherever they may be in Ukraine’s territory.""
""Some Western countries have been encouraging their citizens at the government level to participate in combat operations in the capacity of mercenaries against Russian forces in Ukraine.""
""All responsibility for the death of this category of foreign nationals in Ukraine will rest squarely upon the leaders of their respective countries,"" Konashenkov warned.
He stressed that the regime in Kiev continued to use terror tactics and the most destructive weapons against civilians and civilian infrastructure.
"
Germany says it won’t disclose further weapons shipments to Ukraine -  World,"BERLIN, March 14. /TASS/. The German government has decided to not disclose information about any further weapons shipments to Ukraine, a cabinet spokesman said in Berlin on Monday.
He said the move aims to ""avoid security risks."" German Defense Ministry Spokesman Arne Collatz said ""Russia’s main goal is to cut off the shipment routes to Ukraine and improve its own defenses.""
""And we don’t want to help that,"" he said.
Earlier, German Foreign Minister Annalena Baerbock urged to avoid public discussions of what weapons will be supplied to Ukraine in the future and how.
On March 3, the DPA news service reported that the German government plans to give Ukraine 2,700 Strela anti-aircraft missiles.
On February 26, the German government for the first time approved the supply of weapons to Ukraine. Berlin has decided to send 1,000 anti-tank weapons and 500 Stinger missiles to the government in Kiev. Earlier that day, it was reported that Germany allowed the Netherlands and Estonia to send old German-made weapons to Ukraine. On March 2, it was reported that the weapons promised by Berlin to Kiev were delivered to Ukraine.
"
alks with Ukraine continue in video format every day — Russia’s chief negotiator -  World,"MOSCOW, March 14. /TASS/. Russia and Ukraine are holding virtual talks every day, it saves time and money, Russia’s chief negotiators and presidential aide Vladimir Medinsky said on Monday.
""Talks with the Ukrainian delegation continue in the videoconference format every day, seven days a week. This format helps save time and money. We are trying to do our best to implement the tasks set by [Russian President] Vladimir Putin, to ensure Russia’s peaceful future,"" he wrote on his Telegram channel.
The first round of Russian-Ukrainian talks was held in Belarus’ Gomel region on February 28. The talks lasted for five hours. The second round of talks was held on March 3 in Belovezhskaya Pushcha, in Belarus. The talks yielded an agreement on humanitarian corridors to evacuate civilians. The delegations met for the third round of talks on March 7, in the Brest region, also in Belarus. On March 10, Russian Foreign Minister Sergey Lavrov met with his Ukrainian counterpart, Dmitry Kuleba on the sidelines of a diplomatic forum in Turkey’s Antalya.
The talks were continued on Monday in the video format. The Russian delegation was led by Medinsky.
The Kremlin press service said on March 12 that in a telephone conversation with French President Emmanuel Macron and German Chancellor Olaf Scholz, Russian President Vladimir Putin informed them about ""a series of talks held between Russian and Ukrainian representatives in the video format in recent days.""
"
Russian Foreign Ministry slams Slovakia’s expulsion of three diplomats -  Russian Politics & Diplomacy,"MOSCOW, March 14. /TASS/. Russia will not leave without retaliation the expulsion of Russian diplomats from Slovakia, the Russian Foreign Ministry told TASS on Monday.
""This groundless action will not remain without retaliation,"" the Foreign Ministry said.
Earlier, mass media quoted Slovakia’s Foreign Ministry as saying Bratislava was expelling three Russian diplomats.
"
Gazprom still has no plans to sell gas on e-sales platform this week -  Business & Economy,"MOSCOW, March 14. /TASS/. Gazprom Export, the export arm of the Russian holding Gazprom, still has no plans to resume sales of gas via its Electronic Sales Platform (ESP) from March 14 to 18. This follows from the sales calendar on the company's website.
Last trading sessions on the Gazprom ESP were held more than four months ago - in early November 2021.
According to the data of Gazprom Export, the last transactions at the ETP were concluded even earlier - on October 13, 2021, and since then there has been no data on gas sales at the site.
Recently, Europe has significantly increased gas purchases from Russia amid rising spot prices due to cold weather, lack of wind and the aggravation of the situation in Ukraine.
Earlier, chief executive of Gazprom Export, Elena Burmistrova, noted that the company cannot provide guidance on the timing and volumes of additional gas volumes on its ESP. As of September 2021, about 7.4 billion cubic meters of gas were sold under forward contracts with delivery this year.
Gazprom Export’s ESP is intended for the sale of physical volumes of natural gas to European consumers in addition to supplies under existing medium and long-term contracts. Gas sales through the ESP began at the end of September 2018. In 2020, about 27 billion cubic meters of gas were sold at the site.
"
Over 2.6 million Ukrainians ask to be evacuated to Russia or Belarus — Defense Ministry -  Society & Culture,"MOSCOW, March 14. /TASS/. The number of requests to be evacuated from Ukraine to Russia or to Belarus has grown by over 12,000 during the past 24 hours, amounting overall to over 2.6 million, the chief of Russia’s National Defense Command Center Mikhail Mizintsev said on Monday.
""The daily monitoring of the coming requests shows that alone in the past 24 hours 12,247 people expressed their desire to escape from the horrors and outrage staged by the nationalists exactly to Russia and Belarus, not to the West. Overall, we have already 2,665,822 people in our database with concrete names and addresses from practically 2,000 settlements of Ukraine,"" Mizintsev said.
This is a huge number, he stressed. ""There is a concrete individual behind each figure, his or her pain, sufferings, horror, and often - damaged mental and physical health. But on the other side, there is also hope for leaving behind the turmoil, aspiration for the freedom of thought, conscience and religion, the possibility to freely speak Russian, which is the native language for many, without looking back at the followers of Nazism, who are ready to shoot in the back,"" he stressed.
"
Defense Ministry says Ukrainian nationalists force men aged 18 to 60 to join battalions -  World,"MOSCOW, March 14. /TASS/. Colonel General Mikhail Mizintsev, head of the Russian National Center for Defense Management, said nationalists are threatening punishment for family members to force men aged from 18 to 60 to join battalions in Kharkov, Odessa and Nikolayev.
""In large cities such as Kharkov, Odessa, Nikolayev, members of nationalist units, under the threat of physical reprisals against family members of men from 18 to 60 years old, force them to enroll in territorial defense battalions,"" he said. The colonel general said the frightened residents are forced to agree.
Mizintsev said that militants in Zaporozhe seize financial institutions in the city and thumb through bank accounts. ""Citizens with significant financial savings are kidnapped, forcibly detained and get their money taken away at gunpoint, allegedly for the needs of territorial defense units,"" he said.
Mizintsev said civilians try to leave Zaporozhe but they are detained and mauled at checkpoints that are controlled by radicals. He said they are forced to surrender their last remaining valuables for the right to leave the city unhindered.
"
Neo-Nazis keep annihilating Ukraine’s Russian-speaking population — Russian military -  World,"MOSCOW, March 14. /TASS/. Ukraine’s neo-Nazis are continuing their policy of genocide of the country’s Russian-speaking population, the chief of Russia’s National Defense Command Center, Mikhail Mizintsev, said on Monday.
""The neo-Nazis are pushing ahead with total or partial elimination of the Russian-speaking population, in fact, a policy of genocide,"" he said.
With the rise of nationalists to power in 2014 Ukraine saw a ""comprehensive and large-scale Western specialists-engineered campaign of total Ukrainization of the population, first and foremost targeted against the country’s Russian-speaking residents.""
Kiev’s discriminatory policies forced the bearers of the Russian language and culture to conceal their convictions for fear of criminal persecution.
""Ukrainization, conducted at the government level, achieved its aims. It stripped millions of citizens of an opportunity to use their mother tongue and culture and to bring up children in a Russian cultural environment,"" Mizintsev said.
"
EU intends to deprive Russia of most favored nation treatment in WTO — French MFA -  World,"PARIS, March 14. /TASS/. The European Union will seek to deprive Russia of the most favored nation treatment within the framework of the World Trade Organization (WTO). This was stated on Monday by Secretary of State for Foreign Affairs at the French Foreign Ministry Clement Beaune on the air of the BFM TV channel.
""Together with the US, the UK and other G7 partners, the EU countries are seeking to deprive Russia of the privileged status in trade that it has in the WTO,"" he said.
He noted that it concerns the abolition of privileges for Russia, which provide a simplified customs regime in a number of areas of international trade.
Russian President Vladimir Putin said on February 24 that in response to a request by the heads of the Donbass republics he had made a decision to carry out a special military operation in Ukraine, stressing that Moscow had no plans of occupying Ukrainian territories. Western countries responded to the actions of the Russian authorities by slapping sanctions against physical and legal entities.
"
Most civilians held by nationalists look for protection to Russia — military -  Society & Culture,"MOSCOW, March 14./TASS/. Most civilians held by nationalists in Ukrainian cities look for protection to Russia, not the West,
""In the situation of a humanitarian crisis, a large part of the population held by nationalists in Ukrainian cities and used a human shield, look for protection to Russia, not to the West, which is confirmed by millions of citizens’ appeals to the Russian side to help in evacuation,"" Mizintsev said.
According to him, the Kiev authorities demonstrate complete indifference towards these people and readiness to sacrifice them for the sake of their nationalist interests. People are forced to stay at home, allowing evacuation only to the western parts of Ukraine or neighboring European countries, not to Russia, Mizintsev added.
Russian President Vladimir Putin on February 24 launched a special military operation in Ukraine following a request for assistance from the leaders of the Donbass republics. He said Moscow had no plans for an occupation of Ukrainian territories. The sole purpose is the country’s demilitarization and denazification. The Russian Defense Ministry says its forces are not attacking cities. Their focus is entirely on military infrastructures.
"
"Nearly all neo-Nazis’ defenses around Mariupol eliminated, Russian military reports -  Russian Politics & Diplomacy","MOSCOW, March 14. /TASS/. Practically all of the Ukrainian neo-Nazis’ defenses on the outskirts of Mariupol and their manpower in residential areas there have been obliterated, chief of Russia’s National Defense Command Center Mikhail Mizintsev revealed on Monday.
""Today, as a result of effective operations the forces of the Donetsk People’s Republic with support from Russia’s army carried out surgical strikes to eliminate practically all fire emplacements the neo-Nazis had created in Mariupol’s suburbs. Special task forces have eliminated the neo-Nazis’ main forces entrenched in the city’s perimeter residential areas,"" he said.
The successful operation to unblock the city has allowed for opening humanitarian corridors starting from 15:00 and beginning the mass evacuation of civilians who have for a long time been kept hostage by the neo-Nazis.
Truck convoys with humanitarian supplies have been promptly dispatched to the city. The first one has already brought to Mariupol 450 tonnes of medicines, essentials and food supplies, including baby food.
Mizintsev said four convoys - 200 busses all in all - have been formed for the evacuation of harmed and destitute city residents. Fifty busses are in Mariupol already. The others are on the way.
All harmed residents of Mariupol and those who wish to be evacuated will be taken to temporary accommodation centers equipped with all conveniences. The evacuees will be provided with essentials, children will be promptly distributed among pre-school childcare centers and schools, and university students, among institutions of higher learning. Each resident of Mariupol who has experienced neo-Nazis’ horrors and humiliation will enjoy professional medical and psychological assistance.
"
Russia to seek legally binding rules for how countries can spread information — diplomat -  World,"MOSCOW, March 14. /TASS/. Russia will continue pursuing the development, as part of the UN Open-Ended Working Group, of norms, principles and rules for responsible behavior of states in the information space and making them legally binding, Russian Deputy Foreign Minister Oleg Syromolotov said in an interview with TASS.
""We will continue our strategic line toward developing, as part of the OEWG, the norms, principles and rules of responsible behavior of states in the information space and make them legally binding, promote the concept of the UN Convention on the provision of IIS (international information security - TASS), consolidate Russian approaches in a future UN convention against the use of ICTs for criminal purposes,"" he said.
Security and sovereignty
When asked whether Russia should think about reconsidering its approaches to accelerated digitalization, the deputy minister said that the digitalization process has already been launched and is irreversible. ""Digitalization of the economy is considered by many countries as one of the main drivers of their own development, ensuring security and protecting sovereignty,"" he said. ""For our country, the digital economy is designed to accomplish, among other things, the tasks of ensuring information security based on domestic developments in the transfer, processing and storage of data, which guarantees the protection of the interests of the individual, business and the state, as well as the creation of a global competitive infrastructure.""
""I will not take on technical issues that fall within the competence of other Russian government agencies,"" the diplomat went on to say. ""I will only touch on the political aspects of this area and the contribution of the Russian Foreign Ministry to this process.""
Syromolotov said that crimes in the information space are truly global in nature, cause significant damage to the economic activities of states, business structures and the well-being of millions of people and are increasingly used as a disguise to undermine the domestic social and political and social and economic situation and pose a threat their sovereignty.
 
The deputy minister said that at a Russian initiative, two main negotiating processes have been launched and are operating in the UN system. ""In accordance with UNGA Resolution No. 74/247 of December 27, 2019, a Special Committee was established to develop a comprehensive international convention on combating the use of ICT for criminal purposes,"" he said. ""The Russian representative was elected as its vice-chairman.""
""UNGA Resolution No. 75/282 that was proposed by us and adopted by consensus designated an acceptable plan and procedure for further work of the special committee,"" he said.
In addition, the deputy minister drew attention to the fact that on July 27 last year, Russia was the first among the UN member states to officially submit to the special committee a draft convention on combating the use of ICT for criminal purposes, which was co-sponsored by China, Belarus, Nicaragua and Tajikistan and received support from some other countries.
The most important trek, Syromolotov said, is the OEWG on security issues in the use of information and communication technologies (ICT) and ICTs per se 2021-2025, which was created in accordance with UN General Assembly resolution No. 75/240 of December 31, 2020, and authorized to continue the development of rules, norms and principles of responsible behavior of states in the information space as one of its priorities.
According to the diplomat, by adopting on December 6 last year the consensus resolution of the UN General Assembly No. 76/19, proposed by Russia jointly with the United States, it was possible to consolidate the OEWG as the only negotiating mechanism on international information security under the auspices of the UN and confirm its mandate.
Important post
In addition, Syromolotov said that Russia expects Rashid Ismailov to take the post of Secretary General of the International Telecommunication Union. ""The most important thing for us is to promote the candidacies of Russian representatives to the governing bodies of the International Telecommunication Union: Rashid Ismailov for election as Secretary General of the International Telecommunication Union and Nikolay Varlamov for re-election as a member of the new composition of the committee of the Radio Regulations Board during the elections at the Plenipotentiary Conference in 2022 (Bucharest, September 26 - October 14, 2022 - TASS).""
ITU is the dedicated agency of the United Nations in the field of ICT.
"
Russian diplomat warns Mideast militants won’t save Ukrainian Nazis from utter defeat -  Russian Politics & Diplomacy,"MOSCOW, March 14. /TASS/. Mercenaries from the Middle East will not save Ukrainian nationalists from total defeat. Their actions will only entail more casualties among civilians, which Russian forces are trying to avoid, Russian Deputy Foreign Minister Oleg Syromolotov said in an interview with TASS.
""I can say with confidence that militants recruited in the Middle East won’t spare the Ukrainian Nazis from defeat. The presence of terrorists in Ukraine’s territorial defense forces can only lead to more casualties, even among Ukrainian civilians, which is what the Russian military is trying to avoid at the cost of risking their own lives,"" he said.
On February 24, Russian President Vladimir Putin announced a special military operation in response to a request for help by the heads of the Donbass republics. He stressed that Moscow had no plans of occupying Ukrainian territories, but aimed to demilitarize and denazify the country.
When clarifying the unfolding developments, the Russian Defense Ministry reassured that Russian troops are not targeting Ukrainian cities, but are limited to surgically striking and incapacitating Ukrainian military infrastructure. There are no threats whatsoever to the civilian population.
"
outh Korean shipper halts two Far Eastern routes amid Ukrainian crisis -  Business & Economy,"SEOUL, March 14. /TASS/. HMM (Hyundai Merchant Marine), South Korea's leading container shipper, has decided to suspend two shipping routes between the South Korean southeastern port of Busan and Russia's Far Eastern ports of Vostochny and Vladivostok over the situation in Ukraine, the Yonhap news agency reported citing the company’s representative on Monday.
""The temporary suspension of bookings for the routes is inevitable,"" the representative was quoted as saying. The current crisis has sent ""cargo volume tumbling,"" the company said. ""We will push to resume service depending on market conditions,"" HMM added, noting that the move was unrelated to global economic sanctions on Russia.
HMM had been operating one 1,700 twenty-foot equivalent unit (TEU) container carrier between Busan, South Korea's largest port, and Vostochny. It also used a same-size container ship run by another shipping firm on the route to Vladivostok, the agency said.
Industry watchers said HMM's decision may force other South Korean shipping companies to follow suit, which could impact South Korean exporters negatively, Yonhap said.
On March 4, the Danish shipping and logistics holding Maersk said it had suspended new sea and land transportation bookings for Russia.
"
"Nearly 249,000 people evacuated by Russian troops during military operation in Ukraine -  Society & Culture","MOSCOW, March 14. /TASS/. Nearly 249,000 people have been evacuated from Ukraine by Russian troops during the special military operation, Mikhail Mizintsev, chief of Russia’s National Defense Management Center, said on Monday.
""During the past day alone, as many as 8,575 people, including 1,292 children, were evacuated from dangerous areas in Ukraine and from the Lugansk and Donetsk People’s Republics,"" he said. ""In all, as many as 248,993 people, including 54,481 children, have been evacuated since the beginning of the special military operation. A total of 27,923 private cars have crossed the Russian state border, including 2,415 ones during the past day.
Apart from that, according to Mizintsev, thanks to unprecedented security measures taken by the Russian forces, as many as 21,345 people were evacuated via humanitarian corridors in the Zhitomir, Lugansk and Donetsk directions in the past two days.
On February 24, Russian President Vladimir Putin announced a special military operation in response to a request for help by the heads of the Donbass republics. He stressed that Moscow had no plans of occupying Ukrainian territories, but aimed to demilitarize and denazify the country.
When clarifying the unfolding developments, the Russian Defense Ministry reassured that Russian troops are not targeting Ukrainian cities, but are limited to surgically striking and incapacitating Ukrainian military infrastructure. There are no threats whatsoever to the civilian population.
"
Moscow cancels masks and COVID requirements for businesses starting March 15 -  Society & Culture,"MOSCOW, March 14. /TASS/. Masks and mandatory anti-COVID measures for enterprises and organizations, based on the Moscow mayor’s earlier decree, are set to be abolished in the Russian capital starting from March 15, Moscow Mayor Sergey Sobyanin said on his blog on Tuesday.
""The stable improvement of the epidemiological situation allows us to make a long-awaited decision. As of Tuesday, March 15, 2022, we are abolishing the requirement to use protective masks. In addition, mandatory anti-COVID measures for enterprises and organizations, established by a decree of the mayor of Moscow, are abolished: regular measurement of the workers’ body temperature, installation of separation partitions at workplaces, and so forth. Under the current circumstances, this decision will also support business, already experiencing serious sanctions pressure,"" the mayor wrote.
About the mask mandates
Wearing masks and gloves became mandatory in stores and on transport, in businesses and public places in the capital on May 12, 2020. On July 30, 2021, Moscow Mayor Sergey Sobyanin said that wearing gloves in transport and public places in Moscow would no longer be mandatory, but masks were still required.
The fine for violating mask mandates for individuals in Moscow enterprises, which include stores and shopping centers, is 4,000 rubles (almost $36). Stores are obliged to refuse to service customers without personal protective equipment. If customers refuse to put them on or leave the store, employees have the right to call the police. The penalty for not wearing masks on public transport in the capital is 5,000 rubles (almost $45). Since October 16, 2020, Russia’s Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing forbade entry to passengers on Moscow public transport without personal protective equipment, even if they had already paid for the ride.
"
Europe-West China highway construction to continue — Russia’s Deputy PM -  Business & Economy,"MOSCOW, March 14. /TASS/. No plans are currently in place to suspend construction of the Europe - West China international highway, Russian Deputy Prime Minister Marat Khusnullin said in an interview with the Rossiya-24 TV Channel.
""We do not halt such large projects like, for example, Europe - West China, because this motorway is along the country’s territory and it works in the first instance to connect cities,"" Khusnullin said.
An opportunity is viewed now to work 24 hours per day and reinforce operations at major projects, the official said.
The share of import is 5% in road construction, Khusnullin noted. Complications may arise with asphalt spreaders and mixing plants but Russia has equipment for such plants, he added.
"
